Person_ID,Age,Gender,Dominant Emotion,Recent Thought,Dream Type,Hours of Sleep,Meditation Frequency,Screen Time (hrs/day),Music Preference,Brain Activity Level (%),Focus Level (%),Creativity Score (1-10),Anxiety Level (1-10),Happiness Index (1-10),Decision-Making Speed (sec),Daydreaming Frequency,Stress Triggers,AI Interaction Level,Philosophical Thinking (%),Caffeine Consumption (mg/day),Social Interaction Level,Most Active Brain Hemisphere,Sleep Quality,Random_Noise
9829,43,Non-binary,Angry,Random nostalgia,Abstract,3,Never,2,Classical,66,66,8,8,10,14,High,Work,Medium,81,50,Introvert,Left,Average,255
2244,43,Non-binary,Happy,Creativity burst,Forgotten,10,Daily,5,Metal,61,26,3,9,4,13,Low,Health,Medium,66,500,Extrovert,Right,Poor,498
3215,65,Non-binary,Angry,Work stress,Lucid,8,Daily,9,Metal,51,48,4,9,9,6,Medium,Social Media,Medium,77,0,Introvert,Balanced,Poor,799
5951,38,Male,Excited,Random nostalgia,Forgotten,7,Weekly,8,Classical,51,99,3,8,2,13,High,Health,Medium,40,200,Introvert,Left,Average,287
3855,56,Female,Anxious,Random nostalgia,Nightmare,8,Daily,2,Rock,61,77,10,10,4,6,Low,Social Media,Low,12,300,Introvert,Balanced,Poor,873
4429,53,Non-binary,Sad,Work stress,Abstract,5,Weekly,9,Metal,51,64,2,3,9,9,Low,Finance,Low,52,100,Introvert,Left,Poor,151
2275,50,Male,,Random nostalgia,Nightmare,8,Never,5,Pop,45,54,4,2,4,13,Low,Finance,Low,38,50,Introvert,Balanced,Good,751
2017,47,Non-binary,Anxious,Creativity burst,Abstract,8,Weekly,10,Classical,20,85,6,5,5,9,High,Social Media,Low,19,300,Ambivert,Balanced,Poor,630
5681,54,Female,Happy,Random nostalgia,Forgotten,9,Weekly,6,Lo-fi,75,10,5,1,8,13,Low,Health,Low,21,-50,Introvert,Right,Good,579
7683,40,Male,Sad,Existential crisis,Forgotten,10,Never,3,Rock,21,30,3,3,1,5,Medium,Finance,Low,55,300,Introvert,Left,Good,686
5227,27,Female,Sad,Focused mode,Nightmare,7,Weekly,3,Classical,100,92,2,1,1,14,High,Health,High,39,300,Ambivert,Right,Good,329
6495,22,Female,Happy,Creativity burst,Abstract,9,Daily,10,Metal,49,30,9,3,9,5,High,Finance,High,41,200,Ambivert,Balanced,Good,580
2931,53,Male,,Existential crisis,Abstract,8,Daily,8,Rock,90,61,1,4,9,9,Low,Health,Low,82,50,Ambivert,Left,Poor,229
6478,51,Male,Angry,Work stress,Forgotten,7,Daily,10,Pop,71,91,9,7,4,8,Medium,Health,Low,56,-50,Extrovert,Balanced,Poor,154
5161,69,Male,Excited,Creativity burst,Nightmare,5,Daily,10,Rock,28,52,1,5,2,7,High,Relationships,High,72,100,Extrovert,Balanced,Good,370
4916,48,Male,Sad,Focused mode,Abstract,7,Weekly,2,Rock,41,61,7,5,9,8,Low,Social Media,High,35,50,Introvert,Balanced,Poor,199
3220,27,Male,Happy,Focused mode,Forgotten,3,Weekly,2,Pop,53,76,6,1,4,6,Medium,Work,Low,12,0,Introvert,Balanced,Good,168
4887,36,Male,Angry,Work stress,Lucid,9,Never,5,Pop,68,53,7,8,6,3,Low,Social Media,High,32,-50,Introvert,Right,Good,398
8606,49,Male,Happy,Work stress,Nightmare,7,Weekly,6,Rock,20,41,3,4,1,7,Low,Health,Medium,84,100,Introvert,Balanced,Good,628
2522,18,Non-binary,Angry,Creativity burst,Lucid,10,Weekly,2,Pop,92,19,3,10,9,8,High,Health,Medium,83,-50,Ambivert,Right,Average,453
1333,22,Female,,Random nostalgia,Nightmare,5,Weekly,5,Classical,72,73,1,5,5,8,High,Social Media,Medium,59,50,Extrovert,Balanced,Poor,727
7185,62,Male,Angry,Work stress,Forgotten,6,Never,7,Pop,59,88,4,2,3,1,Low,Health,High,45,100,Ambivert,Left,Poor,251
6260,21,Non-binary,Anxious,Random nostalgia,Abstract,8,Daily,10,Pop,64,78,2,1,4,7,High,Finance,Low,22,0,Extrovert,Balanced,Good,429
7787,33,Non-binary,Happy,Existential crisis,Abstract,7,Weekly,10,Rock,87,77,10,9,,3,High,Health,Low,38,400,Ambivert,Balanced,Poor,215
5299,41,Non-binary,Happy,Focused mode,Abstract,8,Never,8,Classical,28,37,8,2,,2,Medium,Social Media,Low,47,100,Introvert,Left,Good,641
4495,33,Female,Happy,Random nostalgia,Nightmare,4,Never,7,Lo-fi,41,62,3,6,8,14,Medium,Social Media,High,86,400,Extrovert,Left,Poor,422
1931,19,Male,Angry,Focused mode,Forgotten,3,Never,8,Lo-fi,37,60,7,1,4,2,Low,Social Media,High,14,300,Introvert,Balanced,Good,662
6189,66,Non-binary,Happy,Random nostalgia,Lucid,9,Daily,9,Metal,95,62,7,1,2,14,Low,Relationships,Medium,29,500,Extrovert,Balanced,Good,671
8095,45,Female,Sad,Existential crisis,Forgotten,3,Weekly,5,Pop,62,13,9,9,9,14,Low,Relationships,High,87,-50,Extrovert,Right,Average,328
3721,49,Female,Angry,Work stress,Lucid,4,Never,5,Pop,58,88,6,4,4,8,Low,Relationships,Medium,23,200,Introvert,Left,Good,870
7754,44,Female,Sad,Existential crisis,Nightmare,4,Daily,10,Classical,92,26,1,9,9,9,Medium,Relationships,Medium,17,0,Introvert,Left,Average,459
4825,37,Non-binary,Happy,Work stress,Nightmare,9,Never,4,Lo-fi,25,76,8,5,10,3,High,Relationships,Low,57,100,Introvert,Right,Poor,104
7147,41,Male,Sad,Work stress,Lucid,7,Never,9,Metal,67,83,1,7,3,14,Medium,Relationships,High,22,0,Ambivert,Balanced,Poor,127
9339,29,Non-binary,,Focused mode,Lucid,4,Never,5,Classical,26,56,3,1,7,3,Low,Relationships,Low,33,300,Extrovert,Balanced,Average,865
9205,67,Non-binary,Anxious,Existential crisis,Lucid,6,Never,2,Pop,99,65,5,6,7,6,Low,Social Media,Low,88,400,Extrovert,Left,Poor,463
9079,52,Male,Angry,Random nostalgia,Forgotten,8,Never,10,Lo-fi,88,32,8,8,10,11,Medium,Work,High,74,200,Extrovert,Right,Average,561
5989,50,Male,Happy,Existential crisis,Lucid,8,Daily,8,Metal,35,27,9,1,4,10,Medium,Relationships,High,43,0,Introvert,Balanced,Poor,330
2264,50,Male,,Focused mode,Nightmare,5,Weekly,7,Rock,20,10,7,9,2,1,Low,Social Media,Medium,60,400,Extrovert,Left,Average,494
1094,68,Female,Anxious,Work stress,Nightmare,10,Weekly,8,Lo-fi,56,44,9,3,9,6,High,Work,Medium,12,300,Extrovert,Balanced,Average,968
2160,60,Male,Sad,Focused mode,Abstract,4,Weekly,3,Metal,56,73,3,1,4,12,Low,Relationships,Medium,87,300,Introvert,Balanced,Good,811
1158,54,Non-binary,Excited,Creativity burst,Lucid,4,Weekly,4,Classical,100,67,5,1,8,3,Medium,Work,Medium,67,300,Introvert,Balanced,Poor,943
4425,29,Male,Sad,Creativity burst,Forgotten,6,Daily,5,Rock,83,68,10,6,2,11,Low,Work,Low,81,-50,Extrovert,Left,Good,370
3083,20,Non-binary,Angry,Random nostalgia,Forgotten,3,Daily,6,Metal,81,10,8,6,8,4,Low,Finance,Low,64,500,Ambivert,Right,Average,950
1137,18,Female,Anxious,Focused mode,Forgotten,3,Daily,1,Metal,91,12,1,1,10,9,High,Health,High,89,-50,Introvert,Right,Good,403
4435,50,Non-binary,Sad,Random nostalgia,Abstract,8,Never,4,Pop,80,76,8,3,5,3,Low,Finance,Medium,51,400,Ambivert,Balanced,Average,482
9375,57,Non-binary,,Random nostalgia,Nightmare,8,Never,10,Lo-fi,52,46,7,7,7,1,Low,Work,Medium,30,100,Ambivert,Right,Poor,657
6812,27,Male,Anxious,Creativity burst,Forgotten,7,Never,5,Pop,85,92,1,10,7,3,Low,Social Media,Medium,19,50,Ambivert,Balanced,Poor,127
9669,60,Male,Angry,Random nostalgia,Nightmare,9,Weekly,7,Rock,49,38,10,3,9,7,Medium,Relationships,Low,66,0,Ambivert,Left,Poor,618
1262,61,Non-binary,Happy,Creativity burst,Abstract,10,Never,5,Metal,39,98,10,3,3,13,Medium,Health,High,34,500,Introvert,Left,Average,843
2229,46,Male,Happy,Work stress,Lucid,6,Weekly,1,Pop,79,42,6,3,10,7,High,Relationships,Low,65,50,Extrovert,Left,Good,298
9986,30,Female,Sad,Focused mode,Lucid,9,Never,7,Lo-fi,93,70,1,7,4,11,Low,Social Media,High,47,300,Extrovert,Balanced,Poor,705
5309,29,Female,Anxious,Random nostalgia,Lucid,9,Weekly,8,Rock,43,99,2,4,10,5,Medium,Health,High,70,50,Introvert,Right,Average,181
3662,48,Male,Sad,Creativity burst,Forgotten,5,Never,7,Classical,23,13,5,4,4,14,High,Finance,Low,56,400,Introvert,Left,Good,187
9388,63,Female,Angry,Existential crisis,Lucid,9,Never,4,Pop,56,23,2,3,10,1,Low,Work,Low,63,-50,Ambivert,Balanced,Average,489
7457,19,Male,Anxious,Random nostalgia,Forgotten,5,Daily,8,Rock,23,100,10,10,5,11,High,Social Media,High,55,300,Ambivert,Right,Average,797
1377,68,Non-binary,Happy,Work stress,Abstract,9,Never,5,Classical,96,42,1,9,6,8,High,Work,Low,77,-50,Introvert,Right,Poor,854
3929,67,Non-binary,Anxious,Work stress,Abstract,6,Never,10,Pop,96,31,6,2,3,10,High,Work,Low,13,500,Extrovert,Right,Average,679
7181,52,Female,Happy,Existential crisis,Forgotten,5,Daily,9,Rock,37,57,8,4,4,8,High,Relationships,High,75,300,Ambivert,Balanced,Average,922
6320,40,Male,,Creativity burst,Nightmare,3,Weekly,10,Rock,85,12,8,8,3,10,High,Social Media,High,52,200,Introvert,Balanced,Good,550
4610,34,Male,Angry,Random nostalgia,Lucid,5,Daily,5,Pop,67,96,8,6,2,12,High,Work,Medium,71,200,Introvert,Balanced,Poor,532
6741,43,Female,Happy,Creativity burst,Lucid,5,Daily,1,Rock,52,94,6,7,10,10,High,Finance,Low,13,500,Introvert,Left,Average,473
4995,25,Non-binary,Sad,Work stress,Lucid,6,Weekly,9,Metal,77,32,3,7,9,13,Low,Health,High,74,400,Ambivert,Balanced,Average,534
9951,46,Female,Angry,Creativity burst,Forgotten,6,Never,5,Pop,92,77,1,2,1,10,Low,Social Media,Low,71,400,Introvert,Left,Good,286
7143,43,Non-binary,Anxious,Work stress,Abstract,5,Weekly,6,Rock,47,30,2,4,2,2,High,Relationships,Low,11,50,Extrovert,Left,Average,850
8810,27,Male,Anxious,Creativity burst,Lucid,10,Never,4,Classical,54,52,5,10,8,10,Low,Social Media,High,18,500,Introvert,Left,Average,489
1220,43,Non-binary,Anxious,Existential crisis,Abstract,4,Never,6,Classical,29,94,10,10,7,3,High,Relationships,Medium,66,-50,Ambivert,Balanced,Average,317
6702,51,Female,Happy,Focused mode,Lucid,10,Weekly,8,Metal,84,35,5,6,1,4,Low,Health,High,54,0,Extrovert,Left,Average,207
8369,68,Male,Happy,Existential crisis,Lucid,6,Daily,3,Pop,61,50,10,3,5,1,Medium,Finance,High,27,500,Extrovert,Balanced,Average,918
9305,58,Female,Happy,Existential crisis,Forgotten,10,Weekly,5,Rock,28,47,1,9,10,4,High,Work,Low,57,50,Introvert,Balanced,Good,649
7550,24,Female,Angry,Focused mode,Nightmare,10,Never,2,Rock,79,97,1,4,6,5,Medium,Social Media,Medium,51,400,Introvert,Left,Average,448
3771,21,Non-binary,Excited,Focused mode,Forgotten,7,Weekly,2,Classical,34,20,9,10,5,3,High,Relationships,High,50,0,Extrovert,Left,Average,887
4496,67,Female,Angry,Random nostalgia,Lucid,7,Weekly,7,Metal,76,38,2,2,4,14,High,Health,Low,84,500,Introvert,Left,Average,621
1145,62,Non-binary,Happy,Random nostalgia,Lucid,3,Never,10,Classical,88,69,7,6,1,11,Medium,Work,High,67,50,Ambivert,Balanced,Average,125
1956,28,Male,Angry,Existential crisis,Nightmare,9,Daily,10,Classical,41,76,10,1,7,10,Medium,Health,Low,51,100,Extrovert,Balanced,Poor,147
7679,46,Non-binary,Excited,Existential crisis,Abstract,5,Weekly,10,Metal,83,74,4,6,9,2,Medium,Finance,High,44,-50,Introvert,Left,Poor,958
4359,53,Male,Anxious,Work stress,Abstract,4,Never,6,Pop,60,70,7,10,6,13,High,Work,Medium,47,100,Extrovert,Left,Poor,469
2838,42,Non-binary,Excited,Work stress,Lucid,3,Never,4,Rock,90,28,8,1,3,6,Medium,Work,High,76,-50,Introvert,Right,Poor,113
8398,38,Female,Sad,Random nostalgia,Abstract,5,Weekly,5,Pop,75,55,5,8,10,8,Medium,Work,Low,50,0,Introvert,Left,Good,711
5122,53,Non-binary,Happy,Random nostalgia,Lucid,10,Daily,1,Lo-fi,42,58,1,5,4,7,Low,Relationships,High,59,200,Ambivert,Right,Poor,286
1673,27,Non-binary,Excited,Work stress,Nightmare,6,Weekly,7,Lo-fi,44,31,4,6,10,11,Low,Work,Medium,81,-50,Introvert,Right,Good,623
5010,54,Male,Anxious,Work stress,Nightmare,7,Daily,8,Lo-fi,25,87,10,2,5,14,Medium,Health,Medium,88,0,Introvert,Balanced,Poor,983
2691,26,Female,Sad,Creativity burst,Lucid,8,Daily,9,Metal,53,66,3,2,1,1,Medium,Relationships,Medium,54,50,Introvert,Balanced,Good,990
8243,41,Non-binary,Anxious,Creativity burst,Nightmare,4,Daily,8,Classical,82,23,10,9,5,4,Medium,Work,Medium,80,300,Ambivert,Right,Poor,378
3676,52,Female,Excited,Work stress,Forgotten,10,Daily,5,Pop,28,53,5,3,1,3,Medium,Health,Low,28,100,Introvert,Right,Average,440
7073,66,Non-binary,Anxious,Creativity burst,Forgotten,8,Weekly,3,Rock,79,25,10,6,9,6,Low,Health,High,26,300,Introvert,Left,Poor,427
1080,52,Non-binary,Anxious,Focused mode,Nightmare,7,Never,10,Lo-fi,68,86,10,10,7,9,High,Social Media,Medium,74,100,Introvert,Right,Poor,778
4587,65,Female,Sad,Random nostalgia,Lucid,10,Never,9,Pop,70,21,6,5,3,9,Medium,Health,High,86,50,Extrovert,Left,Poor,733
6221,53,Non-binary,Angry,Random nostalgia,Lucid,9,Never,6,Lo-fi,79,64,2,4,9,7,Medium,Finance,Low,65,100,Ambivert,Balanced,Average,706
4096,35,Female,Angry,Work stress,Nightmare,9,Never,5,Lo-fi,89,60,7,10,2,12,Low,Work,High,50,0,Extrovert,Left,Good,124
1046,66,Non-binary,Excited,Existential crisis,Abstract,8,Never,3,Rock,56,48,3,2,7,9,Medium,Work,High,51,300,Ambivert,Balanced,Good,628
7183,56,Male,Excited,Work stress,Forgotten,6,Never,6,Metal,50,42,1,8,9,8,Medium,Work,Medium,15,400,Ambivert,Right,Average,525
2283,49,Female,Excited,Creativity burst,Abstract,10,Weekly,3,Classical,60,42,10,10,6,5,Low,Health,Medium,78,300,Extrovert,Right,Poor,128
5383,41,Non-binary,Happy,Existential crisis,Lucid,5,Daily,10,Metal,81,38,3,7,10,9,Medium,Health,Low,84,50,Ambivert,Right,Poor,422
8794,40,Non-binary,Anxious,Creativity burst,Lucid,10,Never,6,Pop,77,78,9,2,5,14,Medium,Work,High,82,400,Ambivert,Left,Poor,952
6565,49,Male,Anxious,Focused mode,Abstract,6,Weekly,4,Metal,33,79,10,6,7,7,Low,Relationships,Low,49,300,Extrovert,Balanced,Good,412
8046,54,Female,Anxious,Creativity burst,Nightmare,10,Never,2,Pop,55,40,6,8,6,5,High,Relationships,Low,50,-50,Introvert,Balanced,Good,683
2232,29,Non-binary,Anxious,Focused mode,Abstract,8,Never,8,Pop,55,89,6,7,5,8,Medium,Finance,Low,18,500,Ambivert,Balanced,Average,369
8447,66,Male,Excited,Focused mode,Abstract,6,Daily,4,Classical,98,40,4,1,2,7,Medium,Social Media,Medium,17,-50,Extrovert,Balanced,Average,861
3797,30,Non-binary,Angry,Creativity burst,Forgotten,7,Daily,9,Rock,27,98,8,5,,9,High,Finance,Medium,53,50,Ambivert,Balanced,Good,394
5824,40,Female,Angry,Creativity burst,Forgotten,4,Daily,7,Classical,45,55,5,2,7,10,Low,Work,High,67,500,Extrovert,Left,Poor,755
4297,42,Non-binary,Happy,Focused mode,Abstract,6,Never,2,Metal,55,86,7,6,6,1,High,Work,High,76,200,Introvert,Balanced,Poor,885
7800,52,Non-binary,Sad,Existential crisis,Abstract,10,Never,4,Pop,67,61,9,7,5,13,Medium,Work,High,22,0,Ambivert,Right,Poor,322
7287,58,Non-binary,Anxious,Focused mode,Lucid,7,Never,5,Lo-fi,47,19,5,7,5,9,High,Social Media,Medium,28,-50,Introvert,Balanced,Poor,174
8727,47,Non-binary,Anxious,Random nostalgia,Forgotten,4,Daily,3,Lo-fi,87,97,5,3,9,7,Low,Health,Medium,58,100,Introvert,Right,Average,201
6162,34,Male,Sad,Focused mode,Forgotten,9,Weekly,9,Pop,81,83,4,7,1,1,Medium,Social Media,Low,89,500,Extrovert,Left,Average,631
8759,66,Male,Happy,Existential crisis,Lucid,5,Never,5,Classical,99,50,6,5,9,1,Low,Finance,Medium,87,100,Ambivert,Left,Good,728
8423,37,Female,Anxious,Random nostalgia,Nightmare,8,Never,2,Rock,95,86,2,8,6,5,Low,Health,Low,39,100,Ambivert,Right,Average,785
1577,65,Male,Happy,Work stress,Forgotten,10,Never,3,Classical,99,12,3,8,4,8,High,Health,Low,75,200,Ambivert,Balanced,Poor,984
8467,42,Male,Happy,Work stress,Forgotten,10,Weekly,9,Pop,70,68,1,7,10,9,High,Finance,Medium,86,0,Ambivert,Left,Good,272
6569,39,Female,Happy,Existential crisis,Nightmare,9,Never,7,Pop,61,61,2,6,7,12,Low,Health,Low,68,300,Ambivert,Left,Average,103
5574,30,Male,Happy,Focused mode,Forgotten,5,Weekly,2,Rock,48,43,2,2,9,6,Low,Relationships,Low,62,500,Extrovert,Left,Average,951
6137,36,Male,Happy,Creativity burst,Forgotten,9,Never,9,Metal,29,58,8,6,5,12,Medium,Finance,High,61,300,Ambivert,Balanced,Average,578
7740,66,Female,Sad,Existential crisis,Nightmare,3,Weekly,4,Metal,58,37,8,9,5,13,Low,Finance,Low,90,-50,Introvert,Right,Average,759
9090,53,Female,Angry,Random nostalgia,Nightmare,9,Never,9,Rock,20,92,2,2,8,10,Low,Relationships,Medium,40,0,Introvert,Right,Average,494
5183,29,Female,Excited,Random nostalgia,Abstract,7,Daily,2,Metal,58,96,6,1,7,12,High,Social Media,Medium,24,400,Ambivert,Balanced,Poor,725
7809,58,Non-binary,Angry,Work stress,Lucid,4,Daily,10,Lo-fi,40,22,5,5,8,8,Low,Social Media,Low,29,0,Extrovert,Left,Poor,932
8727,36,Non-binary,Anxious,Random nostalgia,Lucid,10,Daily,4,Metal,84,78,3,6,10,6,Low,Social Media,High,14,100,Extrovert,Balanced,Poor,266
2788,29,Female,Happy,Existential crisis,Nightmare,9,Daily,5,Metal,34,76,5,3,2,11,High,Health,Medium,16,300,Ambivert,Balanced,Average,399
6459,26,Female,Sad,Random nostalgia,Nightmare,10,Never,2,Metal,23,70,5,8,9,6,Medium,Relationships,Medium,27,0,Introvert,Right,Good,217
4817,24,Female,Anxious,Existential crisis,Forgotten,6,Daily,10,Lo-fi,79,69,5,7,3,4,High,Finance,High,65,300,Ambivert,Balanced,Poor,611
5812,45,Non-binary,Happy,Creativity burst,Abstract,5,Weekly,1,Metal,80,80,3,2,6,11,High,Finance,Low,84,0,Ambivert,Balanced,Poor,711
5753,31,Non-binary,Angry,Work stress,Abstract,9,Daily,7,Lo-fi,39,33,3,7,,5,Low,Finance,Medium,54,50,Ambivert,Left,Average,885
3056,48,Male,Angry,Random nostalgia,Nightmare,4,Daily,10,Rock,29,72,4,1,2,14,Low,Health,Low,37,-50,Extrovert,Left,Good,274
8469,69,Male,Anxious,Existential crisis,Forgotten,7,Daily,1,Classical,53,95,7,9,7,2,Medium,Health,Low,59,500,Extrovert,Right,Poor,258
4737,36,Female,Happy,Focused mode,Forgotten,3,Never,8,Rock,67,70,2,7,9,3,Low,Social Media,Low,11,100,Introvert,Left,Poor,483
5671,64,Non-binary,Sad,Work stress,Lucid,10,Daily,3,Classical,52,32,10,6,10,3,Medium,Health,Low,77,0,Introvert,Balanced,Good,326
2486,33,Non-binary,Anxious,Creativity burst,Lucid,5,Weekly,10,Rock,80,39,4,2,1,14,Medium,Social Media,Medium,86,200,Ambivert,Balanced,Average,137
8252,22,Non-binary,Happy,Existential crisis,Forgotten,8,Daily,6,Classical,29,69,4,3,8,12,Medium,Social Media,High,33,0,Introvert,Balanced,Good,562
8133,52,Female,Anxious,Creativity burst,Lucid,4,Daily,7,Classical,73,27,1,1,2,11,Medium,Finance,Medium,57,50,Ambivert,Right,Average,530
6668,29,Male,Anxious,Creativity burst,Nightmare,8,Daily,10,Pop,84,65,10,10,1,5,Low,Health,High,54,-50,Introvert,Left,Poor,809
6212,42,Female,,Random nostalgia,Forgotten,4,Weekly,1,Classical,96,62,8,5,8,14,High,Social Media,Low,67,200,Ambivert,Balanced,Good,747
6164,69,Male,Sad,Random nostalgia,Lucid,4,Daily,6,Classical,20,16,1,9,2,5,High,Relationships,High,45,200,Extrovert,Left,Good,203
3641,38,Male,Excited,Existential crisis,Abstract,7,Weekly,7,Pop,24,78,8,6,6,6,Low,Relationships,Low,11,-50,Ambivert,Left,Poor,292
3355,53,Female,Angry,Focused mode,Forgotten,7,Weekly,6,Metal,99,81,7,5,6,5,Low,Health,Medium,27,0,Extrovert,Left,Poor,349
9013,40,Male,Sad,Existential crisis,Forgotten,7,Daily,4,Metal,34,88,9,3,5,12,Medium,Finance,Medium,58,50,Extrovert,Left,Average,112
1798,33,Male,Happy,Focused mode,Abstract,9,Weekly,1,Pop,47,61,8,5,8,6,Low,Finance,High,17,200,Introvert,Right,Poor,666
5596,56,Non-binary,Anxious,Creativity burst,Nightmare,6,Never,9,Lo-fi,42,13,5,8,3,8,High,Social Media,Low,67,500,Introvert,Right,Poor,955
8632,62,Male,Sad,Work stress,Abstract,4,Daily,4,Classical,36,43,8,2,10,2,Low,Health,Low,24,100,Extrovert,Right,Good,696
3194,59,Female,Sad,Existential crisis,Forgotten,5,Daily,7,Classical,32,78,10,5,4,4,Low,Relationships,High,26,400,Ambivert,Balanced,Average,720
9888,56,Female,Happy,Existential crisis,Nightmare,8,Weekly,7,Pop,33,42,3,6,7,13,Medium,Social Media,Low,32,100,Ambivert,Balanced,Poor,654
2759,31,Male,Excited,Focused mode,Lucid,7,Weekly,2,Pop,30,78,10,10,7,6,Medium,Social Media,Low,75,300,Introvert,Balanced,Good,487
5349,48,Non-binary,Anxious,Creativity burst,Lucid,9,Daily,1,Lo-fi,47,47,7,8,8,12,Medium,Work,Low,79,300,Ambivert,Right,Poor,170
9601,22,Non-binary,Anxious,Creativity burst,Lucid,7,Never,8,Metal,61,35,4,8,,5,Medium,Health,Medium,36,50,Ambivert,Left,Poor,879
7825,52,Male,Sad,Focused mode,Forgotten,8,Weekly,8,Rock,80,10,5,5,2,1,High,Social Media,Medium,46,200,Ambivert,Right,Poor,670
5189,40,Male,Happy,Creativity burst,Abstract,8,Weekly,7,Metal,83,13,9,9,4,9,Low,Relationships,Medium,58,100,Extrovert,Balanced,Poor,537
8998,46,Female,Anxious,Random nostalgia,Nightmare,10,Never,8,Classical,50,48,7,4,,3,Low,Work,Low,73,100,Extrovert,Balanced,Average,143
2521,60,Male,Angry,Work stress,Lucid,4,Never,3,Pop,100,63,4,9,9,2,Medium,Relationships,Medium,43,400,Ambivert,Left,Good,371
2748,28,Non-binary,Happy,Existential crisis,Nightmare,7,Daily,2,Lo-fi,92,99,6,7,10,9,High,Finance,Low,27,50,Introvert,Right,Good,113
3974,35,Male,Anxious,Work stress,Forgotten,8,Never,7,Metal,29,42,10,6,9,7,High,Work,Low,73,500,Ambivert,Left,Poor,470
7278,64,Female,,Existential crisis,Lucid,6,Daily,8,Lo-fi,27,42,7,4,4,5,Low,Work,High,83,200,Introvert,Right,Good,211
1405,29,Female,Anxious,Random nostalgia,Forgotten,6,Never,1,Metal,40,81,10,2,9,12,Medium,Social Media,Low,53,50,Extrovert,Balanced,Poor,478
2699,26,Female,Anxious,Creativity burst,Abstract,7,Weekly,10,Classical,96,29,9,8,3,6,Low,Finance,Medium,26,0,Ambivert,Left,Good,413
3860,27,Female,,Focused mode,Forgotten,9,Daily,9,Rock,78,25,4,6,5,12,Low,Social Media,Medium,68,100,Ambivert,Left,Average,514
6692,61,Female,Sad,Random nostalgia,Forgotten,8,Daily,4,Lo-fi,69,30,10,3,10,11,High,Health,Low,22,50,Introvert,Right,Average,839
5047,34,Male,Angry,Work stress,Abstract,10,Daily,4,Lo-fi,88,54,3,7,9,4,High,Relationships,Medium,61,50,Introvert,Right,Good,584
3101,55,Male,,Focused mode,Nightmare,4,Never,3,Rock,89,99,8,10,6,1,Low,Relationships,Low,69,400,Ambivert,Right,Poor,268
4023,24,Male,Happy,Creativity burst,Abstract,4,Weekly,6,Lo-fi,49,96,1,7,3,4,Medium,Social Media,High,51,500,Ambivert,Balanced,Poor,987
7551,63,Male,Anxious,Random nostalgia,Abstract,9,Daily,1,Lo-fi,36,91,9,6,10,9,Medium,Relationships,Low,73,0,Introvert,Right,Poor,902
5614,30,Female,Angry,Focused mode,Forgotten,10,Daily,6,Metal,94,71,1,2,9,1,Low,Relationships,Low,75,300,Extrovert,Balanced,Poor,345
4405,57,Non-binary,Angry,Random nostalgia,Nightmare,4,Daily,2,Metal,39,40,2,8,6,10,Low,Health,High,43,100,Introvert,Right,Average,365
2904,59,Male,Anxious,Random nostalgia,Lucid,10,Daily,9,Rock,67,51,8,1,4,3,Medium,Finance,Medium,80,400,Ambivert,Right,Poor,948
5638,26,Non-binary,,Creativity burst,Abstract,3,Weekly,2,Classical,92,21,9,1,,5,Medium,Work,High,73,500,Extrovert,Balanced,Poor,342
8742,67,Male,Anxious,Existential crisis,Nightmare,7,Never,7,Lo-fi,21,74,7,6,8,7,Medium,Social Media,High,42,500,Extrovert,Right,Poor,769
3015,44,Male,Happy,Focused mode,Abstract,4,Weekly,1,Classical,56,82,3,5,,9,Low,Social Media,Low,21,50,Extrovert,Balanced,Poor,399
4533,19,Non-binary,Excited,Creativity burst,Abstract,6,Daily,7,Rock,20,12,7,9,1,6,High,Health,Low,85,100,Extrovert,Balanced,Average,426
3064,22,Female,Sad,Random nostalgia,Abstract,8,Weekly,5,Rock,23,99,6,7,6,3,Medium,Health,High,28,-50,Ambivert,Right,Good,629
1343,46,Male,Sad,Creativity burst,Abstract,10,Daily,8,Metal,73,18,2,2,8,13,Medium,Work,Medium,18,300,Extrovert,Right,Good,694
4502,54,Male,Angry,Existential crisis,Forgotten,10,Never,4,Lo-fi,44,60,3,7,3,7,Medium,Finance,High,83,-50,Introvert,Left,Poor,946
2548,55,Male,Angry,Focused mode,Nightmare,5,Never,10,Pop,22,25,10,3,9,14,Low,Social Media,Medium,26,-50,Introvert,Right,Poor,842
9257,36,Non-binary,Angry,Existential crisis,Nightmare,9,Never,7,Rock,28,97,10,1,10,4,High,Health,High,59,-50,Introvert,Left,Good,441
7487,25,Female,,Work stress,Nightmare,5,Daily,6,Lo-fi,95,87,5,8,2,3,High,Social Media,High,48,500,Ambivert,Right,Average,864
6496,65,Non-binary,Anxious,Focused mode,Abstract,4,Weekly,5,Classical,93,12,10,3,6,14,Medium,Relationships,Medium,50,50,Extrovert,Balanced,Average,778
9880,62,Non-binary,Anxious,Existential crisis,Forgotten,5,Never,4,Metal,53,33,4,8,1,7,Low,Social Media,High,19,500,Introvert,Balanced,Average,653
7712,18,Female,Happy,Random nostalgia,Abstract,5,Daily,7,Classical,62,82,2,7,2,11,High,Finance,Low,21,0,Introvert,Left,Average,348
8182,39,Non-binary,,Focused mode,Abstract,3,Daily,5,Rock,93,22,4,2,5,11,Low,Finance,High,88,500,Introvert,Right,Average,859
